model,document,source,target,relation,model_name,provider,source_type,target_type,source_is_seed,target_is_seed,edge_scope,mean_confidence,passes,chunks,chunk_ids,evidence,evidence_match_rate,edge_key,model_count,models,occurrences
arc_apex,MorrisAnnRev1999CRM,sit-in movement,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.9,second_pass,12,second_pass_doc_08_chunk_0012,The sit-in movement was also critical because it led to the formation of the Student Nonviolent Coordination Committee (SNCC),1.0,sit-in movement | associated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,s41599-024-03182-3,Alabama,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,place,organisation,False,True,seed_discovered,0.8,second_pass,13,second_pass_doc_09_chunk_0013,"mobilizing poor, rural Black communities in the Deep South (e.g., Alabama, Georgia, Mississippi)",1.0,Alabama | associated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,s41599-024-03182-3,"Albany, Georgia",Civil Rights Movement,associated_with,arc:apex,kcl,place,movement,False,False,discovered_discovered,0.8,second_pass,23,second_pass_doc_09_chunk_0023,Albany's Freedom Alley was a holding spot near the city jail where hundreds of arrested civil rights workers awaited booking,0.0,"Albany, Georgia | associated_with | Civil Rights Movement",1,arc_apex,1
arc_apex,s41599-024-03182-3,Atlanta,Ruby Doris Smith Robinson,associated_with,arc:apex,kcl,place,person,False,False,discovered_discovered,0.75,second_pass,21,second_pass_doc_09_chunk_0021,ran many office and financial operations in the Atlanta headquarters,0.0,Atlanta | associated_with | Ruby Doris Smith Robinson,1,arc_apex,1
arc_apex,s41599-024-03182-3,Black Power,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.85,second_pass,27,second_pass_doc_09_chunk_0027,eventually leading to the expulsion of white staff and activists from the organization as it embraced a Black power ideology,1.0,Black Power | associated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,s41599-024-03182-3,Civil Rights Movement,Freedom Singers,associated_with,arc:apex,kcl,movement,organisation,False,False,discovered_discovered,0.7,second_pass,35,second_pass_doc_09_chunk_0035,The Freedom Singers of the Civil Rights Movement,1.0,Civil Rights Movement | associated_with | Freedom Singers,1,arc_apex,1
arc_apex,s41599-024-03182-3,Civil Rights Movement,Mississippi Freedom Schools,associated_with,arc:apex,kcl,movement,organisation,False,False,discovered_discovered,0.725,second_pass,23; 34,second_pass_doc_09_chunk_0023; second_pass_doc_09_chunk_0034,The Freedom Schools: Student activists in the Mississippi Civil Rights Movement || the 41 Mississippi Freedom Schools which taught nearly 2500 students in the summer of 1964,0.5,Civil Rights Movement | associated_with | Mississippi Freedom Schools,1,arc_apex,1
arc_apex,s41599-024-03182-3,Freedom Schools,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.75,second_pass,23,second_pass_prompt_fix_doc_09_chunk_0023,"SNCC's onomastic tactics focuses on... applying the word 'Freedom' to a wide range of places, institutions, organizations, and practices. These included Freedom schools",0.0,Freedom Schools | associated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,s41599-024-03182-3,Freedom houses,Freedom Summer,associated_with,arc:apex,kcl,organisation,campaign,False,False,discovered_discovered,0.85,second_pass,25,second_pass_doc_09_chunk_0025,"during the Freedom Summer of 1964, approximately seventy homes and community centers were bombed—including some Freedom houses",1.0,Freedom houses | associated_with | Freedom Summer,1,arc_apex,1
arc_apex,s41599-024-03182-3,Ruby Doris Smith Robinson,Sojourner Truth,associated_with,arc:apex,kcl,person,person,False,False,discovered_discovered,0.8,second_pass,21,second_pass_doc_09_chunk_0021,the kinship that Ruby Doris Smith Robinson and other women activists in SNCC felt with the early feminist praxis of Sojourner Truth,1.0,Ruby Doris Smith Robinson | associated_with | Sojourner Truth,1,arc_apex,1
arc_apex,s41599-024-03182-3,Ruby Doris Smith Robinson,Sojourner Truth Motor Fleet,associated_with,arc:apex,kcl,person,organisation,False,False,discovered_discovered,0.9,second_pass,22,second_pass_doc_09_chunk_0022,SNCC leaders such as Robinson to rename their subversive transportation system... The example of the Sojourner Motor Fleet,0.0,Ruby Doris Smith Robinson | associated_with | Sojourner Truth Motor Fleet,1,arc_apex,1
arc_apex,s41599-024-03182-3,Sojourner Truth,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.85,second_pass,21,second_pass_doc_09_chunk_0021,SNCC invoked the name of Sojourner Truth,1.0,Sojourner Truth | associated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,s41599-024-03182-3,Sojourner Truth Garage,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.9,second_pass,20,second_pass_prompt_fix_doc_09_chunk_0020,Establishing a ﬂeet of cars for activists in 1964 and a mechanic shop by 1965 (called Sojourner Truth Garage),1.0,Sojourner Truth Garage | associated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,the-dark-and-sad-days-of-reconstruction-the-politics-of-memory-in-the-civil-rights-era,A. Philip Randolph,Civil Rights Movement,associated_with,arc:apex,kcl,person,movement,True,False,seed_discovered,0.7,second_pass,11,second_pass_doc_11_chunk_0011,the Black labor and civil rights leader A. Philip Randolph,1.0,A. Philip Randolph | associated_with | Civil Rights Movement,1,arc_apex,1
arc_apex,the-dark-and-sad-days-of-reconstruction-the-politics-of-memory-in-the-civil-rights-era,Alabama,Reconstruction,associated_with,arc:apex,kcl,place,event,False,False,discovered_discovered,0.6,second_pass,20,second_pass_doc_11_chunk_0020,Alabama was readmitted to the Union with a new progressive Constitution,1.0,Alabama | associated_with | Reconstruction,1,arc_apex,1
arc_apex,the-dark-and-sad-days-of-reconstruction-the-politics-of-memory-in-the-civil-rights-era,Civil Rights Movement,Reconstruction,associated_with,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.7875,second_pass,3; 7; 18; 19,second_pass_doc_11_chunk_0003; second_pass_doc_11_chunk_0007; second_pass_doc_11_chunk_0018; second_pass_doc_11_chunk_0019,"it has become common to associate the term with the civil rights movement of the 1950s and 1960s || recall the trauma of Reconstruction as a training ground for combatting the civil rights revolution of the 1960s || segregationists were among the first to analogize the Civil Rights movement to the First Reconstruction || the modern Civil Rights movement was a ""Second Reconstruction""",0.75,Civil Rights Movement | associated_with | Reconstruction,1,arc_apex,1
arc_apex,the-dark-and-sad-days-of-reconstruction-the-politics-of-memory-in-the-civil-rights-era,Jim Crow regime,Reconstruction,associated_with,arc:apex,kcl,law,event,False,False,discovered_discovered,0.8,second_pass,7,second_pass_doc_11_chunk_0007,"blaming Reconstructionists, rather than the Redeemers, for Jim Crow",1.0,Jim Crow regime | associated_with | Reconstruction,1,arc_apex,1
arc_apex,the-dark-and-sad-days-of-reconstruction-the-politics-of-memory-in-the-civil-rights-era,Ku Klux Klan,Reconstruction,associated_with,arc:apex,kcl,organisation,event,False,False,discovered_discovered,0.85,second_pass,7,second_pass_doc_11_chunk_0007,"it ""produced defiance, the Ku Klux Klan and general suffering""",0.0,Ku Klux Klan | associated_with | Reconstruction,1,arc_apex,1
arc_apex,the-dark-and-sad-days-of-reconstruction-the-politics-of-memory-in-the-civil-rights-era,Lyndon Johnson,Reconstruction,associated_with,arc:apex,kcl,person,event,False,False,discovered_discovered,0.7,second_pass,7,second_pass_doc_11_chunk_0007,"the Johnson administration ""wants to force the white man under black reconstruction rule""",0.0,Lyndon Johnson | associated_with | Reconstruction,1,arc_apex,1
arc_apex,the-dark-and-sad-days-of-reconstruction-the-politics-of-memory-in-the-civil-rights-era,Martin Luther King Jr.,Reconstruction,associated_with,arc:apex,kcl,person,event,True,False,seed_discovered,0.7,second_pass,7,second_pass_doc_11_chunk_0007,"""Martin Luther King wants to bring back reconstruction days""",0.0,Martin Luther King Jr. | associated_with | Reconstruction,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Carl Rachlin,Tobias Simon,collaborated_with,arc:apex,kcl,person,person,False,False,discovered_discovered,0.9,second_pass,12,second_pass_doc_01_chunk_0012,Simon and two other Miami attorneys assisted Rachlin,1.0,Carl Rachlin | collaborated_with | Tobias Simon,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Congress of Racial Equality,Tobias Simon,collaborated_with,arc:apex,kcl,organisation,person,True,False,seed_discovered,0.95,second_pass,10,second_pass_doc_01_chunk_0010,Simon quickly became one of the South's extremely few white lawyers willing to help CORE.,1.0,Congress of Racial Equality | collaborated_with | Tobias Simon,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Black Power,Patricia Stephens Due,collaborated_with,arc:apex,kcl,movement,person,False,False,discovered_discovered,0.85,second_pass,4,second_pass_doc_04_chunk_0004,and Black Power,1.0,Black Power | collaborated_with | Patricia Stephens Due,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,National Association for the Advancement of Colored People,Patricia Stephens Due,collaborated_with,arc:apex,kcl,organisation,person,True,False,seed_discovered,0.9,second_pass,4; 5,second_pass_doc_04_chunk_0004; second_pass_doc_04_chunk_0005,also worked with... the National Association for the Advancement of Colored People (NAACP) || worked with... the National Association for the Advancement of Colored People (NAACP),0.0,National Association for the Advancement of Colored People | collaborated_with | Patricia Stephens Due,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Patricia Stephens Due,Southern Christian Leadership Conference,collaborated_with,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.9,second_pass,4; 5,second_pass_doc_04_chunk_0004; second_pass_doc_04_chunk_0005,also worked with the Southern Christian Leadership Conference (SCLC) || worked with the Southern Christian Leadership Conference (SCLC),1.0,Patricia Stephens Due | collaborated_with | Southern Christian Leadership Conference,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Patricia Stephens Due,Student Nonviolent Coordinating Committee,collaborated_with,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.9,second_pass,4; 5,second_pass_doc_04_chunk_0004; second_pass_doc_04_chunk_0005,also worked with... SNCC || worked with... SNCC,0.0,Patricia Stephens Due | collaborated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,s41599-024-03182-3,Council of Federated Organizations,Student Nonviolent Coordinating Committee,collaborated_with,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.95,second_pass,25,second_pass_doc_09_chunk_0025,SNCC and allied organizations such as COFO (Council of Federated Organizations) organized and worked,1.0,Council of Federated Organizations | collaborated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Martin Luther King Jr.,Newcastle upon Tyne,connected_to,arc:apex,kcl,person,place,True,False,seed_discovered,0.9166666666666666,second_pass,22; 41; 46,second_pass_doc_05_chunk_0022; second_pass_doc_05_chunk_0041; second_pass_doc_05_chunk_0046,King's 1967 visit to Newcastle upon Tyne || King's visit to Newcastle || Newcastle University's award of an honorary doctorate to Martin Luther King in November 1967,0.3333333333333333,Martin Luther King Jr. | connected_to | Newcastle upon Tyne,1,arc_apex,2
arc_apex,Modjeska Monteith Simkins and black female leadership  propriety  politics  place and periodization in the African American freedom struggle,Martin Luther King Jr.,Newcastle upon Tyne,connected_to,arc:apex,kcl,person,place,True,False,seed_discovered,0.7,second_pass,28,second_pass_doc_07_chunk_0028,Martin Luther King in Newcastle upon Tyne: The African American Freedom Struggle and Race Relations in the North East of England,1.0,Martin Luther King Jr. | connected_to | Newcastle upon Tyne,1,arc_apex,2
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Reconstruction,connected_to,arc:apex,kcl,movement,event,False,False,discovered_discovered,0.4,second_pass,3,second_pass_doc_08_chunk_0003,between the end of Reconstruction and the modern civil rights era,1.0,Civil Rights Movement | connected_to | Reconstruction,1,arc_apex,2
arc_apex,the-dark-and-sad-days-of-reconstruction-the-politics-of-memory-in-the-civil-rights-era,Civil Rights Movement,Reconstruction,connected_to,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.6,second_pass,40,second_pass_doc_11_chunk_0040,from the Reconstruction era through the Civil Rights movement,1.0,Civil Rights Movement | connected_to | Reconstruction,1,arc_apex,2
arc_apex,A fight for racial equality in Florida,Andrew Young,St Augustine,connected_to,arc:apex,kcl,person,place,True,False,seed_discovered,0.7,second_pass,24,second_pass_doc_01_chunk_0024,a biracial group that included Reverend Andrew Young of the SCLC,1.0,Andrew Young | connected_to | St Augustine,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Civil Rights Movement,Florida,connected_to,arc:apex,kcl,movement,place,False,False,discovered_discovered,0.85,second_pass,3,second_pass_doc_01_chunk_0003,Florida a tempting target for the Civil Rights Movement,1.0,Civil Rights Movement | connected_to | Florida,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Freedom Rides,"Montgomery, Alabama",connected_to,arc:apex,kcl,event,place,True,False,seed_discovered,0.85,second_pass,16,second_pass_doc_01_chunk_0016,Three years earlier Coffin had been arrested as a Freedom Rider in Montgomery,1.0,"Freedom Rides | connected_to | Montgomery, Alabama",1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Simpson,St Augustine,connected_to,arc:apex,kcl,person,place,False,False,discovered_discovered,0.7749999999999999,second_pass,21; 22,second_pass_doc_01_chunk_0021; second_pass_doc_01_chunk_0022,Simpson directed the St Augustine counsel,1.0,Simpson | connected_to | St Augustine,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Southern Christian Leadership Conference,St Augustine,connected_to,arc:apex,kcl,organisation,place,True,False,seed_discovered,0.8,second_pass,17,second_pass_doc_01_chunk_0017,the SCLC campaign,1.0,Southern Christian Leadership Conference | connected_to | St Augustine,1,arc_apex,1
arc_apex,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,Birmingham,Civil Rights Movement,connected_to,arc:apex,kcl,place,movement,False,False,discovered_discovered,0.85,second_pass,1; 2,second_pass_doc_02_chunk_0001; second_pass_doc_02_chunk_0002,"well-known southern cities, such as Birmingham, Montgomery, Jackson, and Memphis as important sites for civil rights movement history",1.0,Birmingham | connected_to | Civil Rights Movement,1,arc_apex,1
arc_apex,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,Civil Rights Movement,Montgomery,connected_to,arc:apex,kcl,movement,place,False,False,discovered_discovered,0.85,second_pass,1; 2,second_pass_doc_02_chunk_0001; second_pass_doc_02_chunk_0002,"well-known southern cities, such as Birmingham, Montgomery, Jackson, and Memphis as important sites for civil rights movement history",1.0,Civil Rights Movement | connected_to | Montgomery,1,arc_apex,1
arc_apex,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,Civil Rights Movement,Seattle,connected_to,arc:apex,kcl,movement,place,False,False,discovered_discovered,0.825,second_pass,1; 2,second_pass_doc_02_chunk_0001; second_pass_doc_02_chunk_0002,"Louis, Oakland, and Seattle have joined well-known southern cities, such as Birmingham, Montgomery, Jackson, and Memphis as important sites for civil rights movement history || Places such as New York, Detroit, Saint Louis, Oakland, and Seattle have joined well-known southern cities, such as Birmingham, Montgomery, Jackson, and Memphis as important sites for civil rights movement history",1.0,Civil Rights Movement | connected_to | Seattle,1,arc_apex,1
arc_apex,Hughes,Federal Bureau of Investigation,Martin Luther King Jr.,connected_to,arc:apex,kcl,organisation,person,False,True,seed_discovered,0.6,second_pass,16,second_pass_doc_03_chunk_0016,the FBI letter to King,1.0,Federal Bureau of Investigation | connected_to | Martin Luther King Jr.,1,arc_apex,1
arc_apex,Hughes,John Lewis,March,connected_to,arc:apex,kcl,person,publication,True,False,seed_discovered,0.85,second_pass,27,second_pass_doc_03_chunk_0027,"Lewis,J; Aydin,A; Powell,N. (2013). March: Book one.",1.0,John Lewis | connected_to | March,1,arc_apex,1
arc_apex,Hughes,March,Selma,connected_to,arc:apex,kcl,event,place,False,False,discovered_discovered,0.7,second_pass,14,second_pass_doc_03_chunk_0014,"March on Selma, 1965",1.0,March | connected_to | Selma,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Atlanta,John Lewis,connected_to,arc:apex,kcl,place,person,False,True,seed_discovered,0.7,second_pass,24,second_pass_doc_04_chunk_0024,Atlanta's mayor eulogized John Lewis in July 2020,1.0,Atlanta | connected_to | John Lewis,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Dave Dennis,James Chaney,connected_to,arc:apex,kcl,person,person,False,False,discovered_discovered,0.85,second_pass,14,second_pass_doc_04_chunk_0014,"Asked to speak at Chaney's funeral to give mourners peace and succour, Dennis could see causes but no cure and delivered a visceral eulogy",1.0,Dave Dennis | connected_to | James Chaney,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Malcolm X,University of Oxford,connected_to,arc:apex,kcl,person,place,True,False,seed_discovered,0.8833333333333333,second_pass,4; 40; 41,second_pass_doc_05_chunk_0004; second_pass_doc_05_chunk_0040; second_pass_doc_05_chunk_0041,Malcolm X's 1964 speech at the University of Oxford || Malcolm X's Visit to Oxford University || The Night Malcolm X Spoke at the Oxford Union,0.6666666666666666,Malcolm X | connected_to | University of Oxford,1,arc_apex,1
arc_apex,M12_Frost,Civil Rights Movement,Montgomery Bus Boycott,connected_to,arc:apex,kcl,movement,campaign,False,True,seed_discovered,0.9,second_pass,3,second_pass_doc_06_chunk_0003,using either Brown v. Board of Education or the Montgomery bus boycott as the starting point,1.0,Civil Rights Movement | connected_to | Montgomery Bus Boycott,1,arc_apex,1
arc_apex,Modjeska Monteith Simkins and black female leadership  propriety  politics  place and periodization in the African American freedom struggle,Ella Baker,Modjeska Monteith Simkins,connected_to,arc:apex,kcl,person,person,True,False,seed_discovered,0.6,second_pass,27,second_pass_doc_07_chunk_0027,"There were also parallels with Ella Baker, another leader, who 'lived outside categories and labels'",0.0,Ella Baker | connected_to | Modjeska Monteith Simkins,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Bayard Rustin,Solidarity movement,connected_to,arc:apex,kcl,person,movement,True,False,seed_discovered,0.9,second_pass,18,second_pass_doc_08_chunk_0018,was summoned to Poland to give a series of colloquia and speeches,1.0,Bayard Rustin | connected_to | Solidarity movement,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Montgomery,Selma,connected_to,arc:apex,kcl,place,place,False,False,discovered_discovered,0.85,second_pass,13,second_pass_doc_08_chunk_0013,thousands of people from across the nation initiated a highly visible march from Selma to Montgomery,1.0,Montgomery | connected_to | Selma,1,arc_apex,1
arc_apex,s41599-024-03182-3,Sojourner Truth,Sojourner Truth Motor Fleet,connected_to,arc:apex,kcl,person,organisation,False,False,discovered_discovered,0.9,second_pass,21,second_pass_prompt_fix_doc_09_chunk_0021,the naming of the Motor Fleet,1.0,Sojourner Truth | connected_to | Sojourner Truth Motor Fleet,1,arc_apex,1
arc_apex,s41599-024-03182-3,Sojourner Truth Motor Fleet,Student Nonviolent Coordinating Committee,connected_to,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.7,second_pass,35,second_pass_doc_09_chunk_0035,Sojourner Motor Fleet. In: SNCC Digital Gateway. https://snccdigital.org/inside-sncc/sncc-national-office/,0.0,Sojourner Truth Motor Fleet | connected_to | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Civil Rights Movement,Brown v. Board of Education,influenced_by,arc:apex,kcl,movement,law,False,False,discovered_discovered,0.9,second_pass,2,second_pass_doc_01_chunk_0002,the movement that had gained momentum in the wake of Brown v. Board of Education (1954),1.0,Civil Rights Movement | influenced_by | Brown v. Board of Education,1,arc_apex,4
arc_apex,JAS - MLK teaching UK schools,Civil Rights Movement,Brown v. Board of Education,influenced_by,arc:apex,kcl,movement,law,False,False,discovered_discovered,0.85,second_pass,9,second_pass_doc_05_chunk_0009,"Brown as the origin of the movement's ""'classic' phase""",0.0,Civil Rights Movement | influenced_by | Brown v. Board of Education,1,arc_apex,4
arc_apex,M12_Frost,Civil Rights Movement,Brown v. Board of Education,influenced_by,arc:apex,kcl,movement,law,False,False,discovered_discovered,0.9,second_pass,4,second_pass_doc_06_chunk_0004,"the Movement was ""inspired"" by Brown v. Board of Education",1.0,Civil Rights Movement | influenced_by | Brown v. Board of Education,1,arc_apex,4
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Brown v. Board of Education,influenced_by,arc:apex,kcl,movement,law,False,False,discovered_discovered,0.9,second_pass,7,second_pass_doc_08_chunk_0007,"The hope generated by the Brown Ruling and the outrage caused by Till's lynching, helped set the stage for the emergence of the modern civil rights movement.",0.0,Civil Rights Movement | influenced_by | Brown v. Board of Education,1,arc_apex,4
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Dave Dennis,Medgar Evers,influenced_by,arc:apex,kcl,person,person,False,True,seed_discovered,0.9,second_pass,14,second_pass_doc_04_chunk_0014,the murder of his friend and mentor Medgar Evers,1.0,Dave Dennis | influenced_by | Medgar Evers,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Jeanne Theoharis,Julian Bond,influenced_by,arc:apex,kcl,person,person,False,False,discovered_discovered,0.9,second_pass,6,second_pass_doc_04_chunk_0006,"Theoharis credits her mentor, SNCC’s Julian Bond, for encouraging her",1.0,Jeanne Theoharis | influenced_by | Julian Bond,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Black Power Movement,Civil Rights Movement,influenced_by,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.7,second_pass,25,second_pass_doc_05_chunk_0025,"Consistently presented as the heroic early movement's more militant, more violent, less temperate descendent",1.0,Black Power Movement | influenced_by | Civil Rights Movement,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Bristol Bus Boycott,Martin Luther King Jr.,influenced_by,arc:apex,kcl,campaign,person,False,True,seed_discovered,0.85,second_pass,33,second_pass_doc_05_chunk_0033,"concurrent but largely forgotten events in the UK that echoed King's rhetoric and tactics, such as the 1963 Bristol Bus Boycott",0.0,Bristol Bus Boycott | influenced_by | Martin Luther King Jr.,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Martin Luther King Jr.,Civil Rights Movement,influenced_by,arc:apex,kcl,person,movement,True,False,seed_discovered,0.9,second_pass,27,second_pass_doc_05_chunk_0027,King had been radicalized by the movement itself,1.0,Martin Luther King Jr. | influenced_by | Civil Rights Movement,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Martin Luther King Jr.,Watts,influenced_by,arc:apex,kcl,person,place,True,False,seed_discovered,0.6,second_pass,24,second_pass_doc_05_chunk_0024,What was the impact of Watts upon Martin Luther King?,1.0,Martin Luther King Jr. | influenced_by | Watts,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Stokely Carmichael,Malcolm X,influenced_by,arc:apex,kcl,person,person,True,True,seed_seed,0.95,second_pass,31,second_pass_doc_05_chunk_0031,Malcolm's influence on Carmichael and other black power radicals is undisputed,0.0,Stokely Carmichael | influenced_by | Malcolm X,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Intifadah Movement,Martin Luther King Jr.,influenced_by,arc:apex,kcl,movement,person,False,True,seed_discovered,0.85,second_pass,18,second_pass_doc_08_chunk_0018,acquiring films on the Black movement and Martin Luther King,1.0,Intifadah Movement | influenced_by | Martin Luther King Jr.,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Solidarity movement,Civil Rights Movement,influenced_by,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.8,second_pass,18,second_pass_doc_08_chunk_0018,was summoned to Poland to give a series of colloquia and speeches on how nonviolent direct action worked in the civil rights movement,0.0,Solidarity movement | influenced_by | Civil Rights Movement,1,arc_apex,1
arc_apex,s41599-024-03182-3,Ruby Doris Smith Robinson,Ella Baker,influenced_by,arc:apex,kcl,person,person,False,True,seed_discovered,0.9,second_pass,21,second_pass_doc_09_chunk_0021,"Mentored by civil rights icon Ella Baker, Robinson",1.0,Ruby Doris Smith Robinson | influenced_by | Ella Baker,1,arc_apex,1
arc_apex,s41599-024-03182-3,Sojourner Truth Motor Fleet,Sojourner Truth,influenced_by,arc:apex,kcl,organisation,person,False,False,discovered_discovered,0.85,second_pass,19,second_pass_doc_09_chunk_0019,was named after the prominent 19th century African American freedom ﬁghter Sojourner Truth,1.0,Sojourner Truth Motor Fleet | influenced_by | Sojourner Truth,1,arc_apex,1
arc_apex,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,James Groppi,National Association for the Advancement of Colored People,leader_of,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.7,second_pass,6,second_pass_doc_02_chunk_0006,Groppi mentored the local NAACP (National Association for the Advancement of Colored People) Youth Council's (YC) and its Commandos,1.0,James Groppi | leader_of | National Association for the Advancement of Colored People,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Martin Luther King Jr.,Poor People's Campaign,leader_of,arc:apex,kcl,person,campaign,True,False,seed_discovered,0.9,second_pass,10,second_pass_doc_05_chunk_0010,"King's work on the Poor People's Campaign, which occupied the last eighteen months of his life",0.0,Martin Luther King Jr. | leader_of | Poor People's Campaign,1,arc_apex,1
arc_apex,M12_Frost,Lyndon Johnson,Civil Rights Movement,leader_of,arc:apex,kcl,person,movement,False,False,discovered_discovered,0.8,second_pass,4,second_pass_doc_06_chunk_0004,"""led"" by King, the Kennedy brothers, and Lyndon Johnson",1.0,Lyndon Johnson | leader_of | Civil Rights Movement,1,arc_apex,1
arc_apex,Modjeska Monteith Simkins and black female leadership  propriety  politics  place and periodization in the African American freedom struggle,Modjeska Monteith Simkins,National Association for the Advancement of Colored People,leader_of,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.9,second_pass,9; 23,second_pass_doc_07_chunk_0009; second_pass_doc_07_chunk_0023,in 1941 she became the Association's state secretary || who succeeded her as the NAACP Secretary of the State Conference of Branches,1.0,Modjeska Monteith Simkins | leader_of | National Association for the Advancement of Colored People,1,arc_apex,1
arc_apex,Modjeska Monteith Simkins and black female leadership  propriety  politics  place and periodization in the African American freedom struggle,Rev. I. De Quincy Newman,National Association for the Advancement of Colored People,leader_of,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.9,second_pass,23,second_pass_doc_07_chunk_0023,"Rev. I. De Quincy Newman, who succeeded her as the NAACP Secretary of the State Conference of Branches",1.0,Rev. I. De Quincy Newman | leader_of | National Association for the Advancement of Colored People,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Martin Luther King Jr.,Montgomery Bus Boycott,leader_of,arc:apex,kcl,person,campaign,True,True,seed_seed,0.85,second_pass,11,second_pass_doc_08_chunk_0011,"A young Black minister, Martin Luther King, Jr., who came to personify the role of charismatic leader, was chosen to lead the movement.",1.0,Martin Luther King Jr. | leader_of | Montgomery Bus Boycott,1,arc_apex,1
arc_apex,The Black Power Movement  A historiographical understanding of how scholarship has shaped the legacy of the Black Power Movement,Malcolm X,Black Power Movement,leader_of,arc:apex,kcl,person,movement,True,False,seed_discovered,0.7749999999999999,second_pass,9; 10,second_pass_doc_10_chunk_0009; second_pass_doc_10_chunk_0010,Black Power Organizations and leaders such as Malcolm X || Black Power Organizations and leaders such as Malcolm X did not coddle their followers,1.0,Malcolm X | leader_of | Black Power Movement,1,arc_apex,1
